loc_code,general_hh_apt_inc,foreign_hh_apt_inc,demolished_apt_inc,natural_demand,internal_invest_demand,avg_trade_price_y3,multi_homeowner_inc_y3,local_buyer_ratio_y3,internal_invest_demand_3yr_wgt_y3,internal_invest_demand_y1,internal_invest_demand_y2,external_invest_demand,absorbed_supply_y3,nonlocal_buyer_ratio_y3,external_invest_demand_3yr_wgt_y3,external_invest_demand_y1,external_invest_demand_y2,total_invest_demand,new_demand_volume,own_hh_apt_move_demand,py_bprice_y3,bprice_threshold_ratio,income_quintile,own_hh_ratio,own_move_plan_yn,rent_hh_apt_move_demand,rent_hh_ratio,rent_move_plan_yn,nonapt_move_demand,nonapt_hh_ratio,nonapt_move_plan_yn,nonapt_price_adj,total_move_demand,single_and_foreign_hh_inc,single_foreign_own_occ_ratio,multi_hh_and_demolished_hh_inc,multi_demolished_own_occ_ratio,hh_increase_demand,unsold_level_ratio,unsold_level_adj_ratio,total_invest_demand_eff,effective_demand,supply_volume_3y,effective_demand_to_supply,supply_demand_grade,base_date
47230,228,25,0,253,,498,169,0.74,0.5,,,,2,0.26,0.5,,,,,0,,0.55,0.0,0.74,0.05,0,0.26,0.2,0,1.22,0.4,0.6,0,310,0.3,-57,0.7,0,0.0,1.0,,0,0,,C,202605
47250,59,8,0,67,,718,96,0.78,0.5,,,,3,0.22,0.5,,,,,0,,0.55,0.0,0.74,0.05,0,0.26,0.2,0,2.52,0.4,0.6,0,139,0.3,-72,0.7,0,0.01,0.8,,0,0,,C,202605
47280,46,2,0,48,,736,130,0.75,0.5,,,,0,0.25,0.5,,,,,0,,0.55,0.0,0.74,0.05,0,0.26,0.2,0,2.92,0.4,0.6,0,86,0.3,-37,0.7,0,0.0,1.0,,0,0,,C,202605
47290,1878,45,0,1922,,725,656,0.64,0.5,,,,10,0.36,0.5,,,,,0,,0.55,0.0,0.74,0.05,0,0.26,0.2,0,0.36,0.4,0.6,0,1864,0.3,58,0.7,0,0.0,1.0,,0,0,,C,202605
47730,10,1,0,12,22,547,175,0.8,0.5,9,24,3,90,0.2,0.5,0,4,25,37,9,1122,0.55,0.75,0.74,0.05,2,0.26,0.2,29,10.78,0.4,0.6,40,28,0.3,-16,0.7,-2,0.0,1.0,25,63,77,1.22,B,202605
47750,8,1,0,9,,357,204,0.65,0.5,,,,0,0.35,0.5,,,,,0,,0.55,0.0,0.74,0.05,0,0.26,0.2,0,6.66,0.4,0.6,0,18,0.3,-9,0.7,0,0.0,1.0,,0,0,,C,202605
47760,1,0,0,1,,0,113,0.83,0.5,,,,0,0.17,0.5,,,,,0,,0.55,0.0,0.74,0.05,0,0.26,0.2,0,18.0,0.4,0.6,0,5,0.3,-4,0.7,0,0.0,1.0,,0,0,,C,202605
47770,-2,0,0,-1,,639,202,0.78,0.5,,,,0,0.22,0.5,,,,,0,,0.55,0.0,0.74,0.05,0,0.26,0.2,0,10.13,0.4,0.6,0,17,0.3,-19,0.7,0,0.0,1.0,,0,12,,C,202605
47820,15,1,0,16,,462,80,0.71,0.5,,,,53,0.29,0.5,,,,,0,,0.55,0.0,0.74,0.05,0,0.26,0.2,0,8.62,0.4,0.6,0,21,0.3,-5,0.7,0,0.01,0.6,,0,14,,C,202605
47830,30,5,0,35,8,512,81,0.73,0.5,1,8,10,463,0.27,0.5,0,0,18,52,12,1083,0.55,0.77,0.74,0.05,0,0.26,0.2,7,2.42,0.4,0.6,19,52,0.3,-17,0.7,3,0.0,1.0,18,39,154,3.94,C,202605
47840,15,1,0,16,8,670,-10,0.83,0.5,11,15,1,0,0.17,0.5,0,4,10,26,15,1169,0.55,0.73,0.74,0.05,0,0.26,0.2,37,10.34,0.4,0.6,51,20,0.3,-3,0.7,3,0.0,1.0,10,64,47,0.73,A,202605
47850,228,9,0,238,,448,133,0.63,0.5,,,,-112,0.37,0.5,,,,,0,,0.55,0.0,0.74,0.05,0,0.26,0.2,0,0.7,0.4,0.6,0,420,0.3,-183,0.7,0,0.02,0.4,,0,0,,C,202605
47900,107,3,0,109,,790,190,0.49,0.5,,,,0,0.51,0.5,,,,,0,,0.55,0.0,0.74,0.05,0,0.26,0.2,0,1.68,0.4,0.6,0,102,0.3,8,0.7,0,0.0,1.0,,0,0,,C,202605
47920,1,1,0,2,,592,228,0.67,0.5,,,,0,0.33,0.5,,,,,0,,0.55,0.0,0.74,0.05,0,0.26,0.2,0,7.91,0.4,0.6,0,18,0.3,-16,0.7,0,0.0,1.0,,0,0,,C,202605
47930,27,1,0,28,16,652,139,0.73,0.5,2,18,5,47,0.27,0.5,5,6,21,49,8,1195,0.55,0.79,0.74,0.05,0,0.26,0.2,6,3.02,0.4,0.6,15,59,0.3,-32,0.7,-3,0.01,0.8,17,28,93,3.33,C,202605
47940,3,0,0,3,,0,36,1.0,0.5,,,,0,0.0,0.5,,,,,0,,0.55,0.0,0.74,0.05,0,0.26,0.2,0,14.63,0.4,0.6,0,3,0.3,-1,0.7,0,0.0,1.0,,0,0,,C,202605
48000,10070,301,1052,11423,128,808,2526,0.69,0.5,-230,134,413,9406,0.31,0.5,329,107,541,11963,4915,1475,0.55,0.7,0.74,0.05,2775,0.26,0.2,1085,0.59,0.4,0.6,8775,12074,0.3,-651,0.7,2217,0.01,0.8,432,11424,7032,0.62,A,202605
48170,1282,14,0,1296,,951,53,0.82,0.5,,,,29,0.18,0.5,,,,,0,,0.55,0.0,0.74,0.05,0,0.26,0.2,0,0.53,0.4,0.6,0,1412,0.3,-116,0.7,0,0.0,1.0,,0,377,,C,202605
48220,72,7,0,79,,581,15,0.79,0.5,,,,118,0.21,0.5,,,,,0,,0.55,0.0,0.74,0.05,0,0.26,0.2,0,0.72,0.4,0.6,0,385,0.3,-306,0.7,0,0.01,0.8,,0,0,,C,202605
48240,366,3,259,629,,539,222,0.59,0.5,,,,185,0.41,0.5,,,,,0,,0.55,0.0,0.74,0.05,0,0.26,0.2,0,0.87,0.4,0.6,0,427,0.3,201,0.7,0,0.01,0.6,,0,0,,C,202605
48250,2552,60,22,2634,11,741,297,0.72,0.5,-42,20,94,2687,0.28,0.5,66,28,105,2738,861,1489,0.55,0.71,0.74,0.05,278,0.26,0.2,72,0.26,0.4,0.6,1211,2323,0.3,311,0.7,649,0.01,0.6,63,1923,2091,1.09,B,202605
48270,200,18,0,218,,658,158,0.78,0.5,,,,45,0.22,0.5,,,,,0,,0.55,0.0,0.74,0.05,0,0.26,0.2,0,1.62,0.4,0.6,0,250,0.3,-32,0.7,0,0.01,0.6,,0,127,,C,202605
48310,631,102,60,793,,510,523,0.66,0.5,,,,57,0.34,0.5,,,,,0,,0.55,0.0,0.74,0.05,0,0.26,0.2,0,0.42,0.4,0.6,0,951,0.3,-158,0.7,0,0.01,0.8,,0,562,,C,202605
48330,2729,35,234,2999,50,778,386,0.66,0.5,35,52,51,1248,0.34,0.5,3,45,102,3100,732,1553,0.55,0.66,0.74,0.05,88,0.26,0.2,31,0.16,0.4,0.6,851,2066,0.3,933,0.7,840,0.0,1.0,102,1792,684,0.38,S,202605
48121,-886,2,103,-782,,1136,-138,0.61,0.5,,,,0,0.39,0.5,,,,,0,,0.55,0.0,0.74,0.05,0,0.26,0.2,0,0.5,0.4,0.6,0,273,0.3,-1055,0.7,0,0.0,1.0,,0,802,,C,202605
48123,2944,26,300,3270,-32,1273,79,0.6,0.5,-63,-51,104,1767,0.4,0.5,39,0,72,3342,839,1653,0.55,0.73,0.74,0.05,667,0.26,0.2,37,0.1,0.4,0.6,1543,1765,0.3,1505,0.7,1156,0.0,1.0,72,2770,792,0.29,S,202605
48125,767,4,0,771,,746,262,0.64,0.5,,,,0,0.36,0.5,,,,,0,,0.55,0.0,0.74,0.05,0,0.26,0.2,0,0.52,0.4,0.6,0,751,0.3,21,0.7,0,0.0,1.0,,0,0,,C,202605
