loc_code,general_hh_apt_inc,foreign_hh_apt_inc,demolished_apt_inc,natural_demand,internal_invest_demand,avg_trade_price_y3,multi_homeowner_inc_y3,local_buyer_ratio_y3,internal_invest_demand_3yr_wgt_y3,internal_invest_demand_y1,internal_invest_demand_y2,external_invest_demand,absorbed_supply_y3,nonlocal_buyer_ratio_y3,external_invest_demand_3yr_wgt_y3,external_invest_demand_y1,external_invest_demand_y2,total_invest_demand,new_demand_volume,own_hh_apt_move_demand,py_bprice_y3,bprice_threshold_ratio,income_quintile,own_hh_ratio,own_move_plan_yn,rent_hh_apt_move_demand,rent_hh_ratio,rent_move_plan_yn,nonapt_move_demand,nonapt_hh_ratio,nonapt_move_plan_yn,nonapt_price_adj,total_move_demand,single_and_foreign_hh_inc,single_foreign_own_occ_ratio,multi_hh_and_demolished_hh_inc,multi_demolished_own_occ_ratio,hh_increase_demand,unsold_level_ratio,unsold_level_adj_ratio,total_invest_demand_eff,effective_demand,supply_volume_3y,effective_demand_to_supply,supply_demand_grade,base_date
51810,85,1,0,87,14,668,50,0.82,0.5,3,25,1,27,0.18,0.5,0,0,14,101,20,1037,0.55,0.88,0.74,0.05,20,0.26,0.2,20,2.06,0.4,0.6,59,83,0.3,4,0.7,24,0.02,0.4,6,89,43,0.48,S,202607
51820,59,1,0,60,,752,17,0.54,0.5,,,,0,0.46,0.5,,,,,0,,0.55,0.0,0.74,0.05,0,0.26,0.2,0,2.87,0.4,0.6,0,54,0.3,6,0.7,0,0.0,1.0,,0,33,,C,202607
51830,70,3,0,73,,706,22,0.57,0.5,,,,6,0.43,0.5,,,,,0,,0.55,0.0,0.74,0.05,0,0.26,0.2,0,1.76,0.4,0.6,0,71,0.3,1,0.7,0,0.01,0.6,,0,93,,C,202607
43000,7255,303,355,7914,207,808,1807,0.64,0.5,12,267,663,9591,0.36,0.5,419,552,870,8784,2795,1380,0.55,0.73,0.74,0.05,2307,0.26,0.2,753,0.62,0.4,0.6,5855,7238,0.3,675,0.7,1930,0.01,0.8,696,8481,8756,1.03,B,202607
43130,817,17,0,834,33,713,411,0.79,0.5,-11,35,9,-36,0.21,0.5,0,28,42,875,215,1563,0.55,0.63,0.74,0.05,126,0.26,0.2,57,0.7,0.4,0.6,398,831,0.3,3,0.7,158,0.0,1.0,42,598,393,0.66,A,202607
43150,225,25,0,249,,619,230,0.76,0.5,,,,286,0.24,0.5,,,,,0,,0.55,0.0,0.74,0.05,0,0.26,0.2,0,0.74,0.4,0.6,0,391,0.3,-141,0.7,0,0.0,1.0,,0,0,,C,202607
43111,2118,5,0,2124,-3,851,-162,0.64,0.5,-16,43,116,1407,0.36,0.5,74,104,113,2237,519,1268,0.55,0.79,0.74,0.05,544,0.26,0.2,92,0.36,0.4,0.6,1155,1285,0.3,838,0.7,768,0.0,1.0,113,2036,1279,0.63,A,202607
43112,146,22,0,167,-7,724,-85,0.51,0.5,-10,1,243,3719,0.49,0.5,97,168,236,404,351,1419,0.55,0.7,0.74,0.05,149,0.26,0.2,34,0.28,0.4,0.6,534,876,0.3,-708,0.7,-163,0.0,1.0,236,607,2601,4.29,C,202607
43113,2694,31,355,3080,47,1104,395,0.56,0.5,-1,54,416,3755,0.44,0.5,338,249,463,3543,923,1377,0.55,0.79,0.74,0.05,963,0.26,0.2,124,0.27,0.4,0.6,2010,1976,0.3,1103,0.7,1079,0.0,1.0,463,3551,3721,1.05,B,202607
43114,663,23,0,686,,819,217,0.67,0.5,,,,80,0.33,0.5,,,,,0,,0.55,0.0,0.74,0.05,0,0.26,0.2,0,0.33,0.4,0.6,0,900,0.3,-214,0.7,0,0.0,1.0,,0,241,,C,202607
43720,14,3,0,17,,497,89,0.7,0.5,,,,0,0.3,0.5,,,,,0,,0.55,0.0,0.74,0.05,0,0.26,0.2,0,3.9,0.4,0.6,0,29,0.3,-12,0.7,0,0.02,0.4,,0,20,,C,202607
43730,66,5,0,71,,689,25,0.78,0.5,,,,60,0.22,0.5,,,,,0,,0.55,0.0,0.74,0.05,0,0.26,0.2,0,2.58,0.4,0.6,0,98,0.3,-27,0.7,0,0.03,0.4,,0,23,,C,202607
43740,7,9,0,16,,525,103,0.81,0.5,,,,0,0.19,0.5,,,,,0,,0.55,0.0,0.74,0.05,0,0.26,0.2,0,3.85,0.4,0.6,0,47,0.3,-31,0.7,0,0.0,1.0,,0,78,,C,202607
43750,614,60,0,674,,684,267,0.67,0.5,,,,100,0.33,0.5,,,,,0,,0.55,0.0,0.74,0.05,0,0.26,0.2,0,0.67,0.4,0.6,0,474,0.3,200,0.7,0,0.0,1.0,,0,51,,C,202607
43760,20,2,0,22,,493,124,0.72,0.5,,,,350,0.28,0.5,,,,,0,,0.55,0.0,0.74,0.05,0,0.26,0.2,0,10.18,0.4,0.6,0,24,0.3,-2,0.7,0,0.0,1.0,,0,117,,C,202607
43770,251,81,0,332,,541,109,0.58,0.5,,,,377,0.42,0.5,,,,,0,,0.55,0.0,0.74,0.05,0,0.26,0.2,0,0.83,0.4,0.6,0,366,0.3,-33,0.7,0,0.03,0.4,,0,82,,C,202607
43800,17,3,0,20,,621,108,0.76,0.5,,,,0,0.24,0.5,,,,,0,,0.55,0.0,0.74,0.05,0,0.26,0.2,0,3.69,0.4,0.6,0,36,0.3,-16,0.7,0,0.0,1.0,,0,0,,C,202607
43745,200,13,0,213,,599,-24,0.57,0.5,,,,0,0.43,0.5,,,,,0,,0.55,0.0,0.74,0.05,0,0.26,0.2,0,0.43,0.4,0.6,0,202,0.3,12,0.7,0,0.0,1.0,,0,149,,C,202607
44000,9581,675,195,10450,236,772,2872,0.61,0.5,-13,265,735,9200,0.39,0.5,371,901,971,11421,2591,1496,0.55,0.69,0.74,0.05,1378,0.26,0.2,688,0.72,0.4,0.6,4657,9000,0.3,1450,0.7,2563,0.01,0.6,583,7802,11068,1.42,B,202607
44131,1122,60,151,1334,35,728,620,0.53,0.5,-29,50,63,1611,0.47,0.5,0,0,98,1431,445,1453,0.55,0.7,0.74,0.05,143,0.26,0.2,60,0.42,0.4,0.6,647,943,0.3,391,0.7,390,0.0,1.0,98,1134,537,0.47,S,202607
